Item ID,Title,Item Type,Hyperlink,Total Views,Owner
9301691ccc74420f904144d24af63b5e,ABS 2021 Census: Type of educational institution attending by sex by 2021 SA2 (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=9301691ccc74420f904144d24af63b5e,835,aus_digitalatlas
4a78b921e5aa441986f5253971ba36fb,ABS 2021 Census: Highest year of school completed by age by sex (G16A) by 2021 SA2 (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=4a78b921e5aa441986f5253971ba36fb,832,aus_digitalatlas
0295172da7484748a8a8c6735f460f65,ABS 2021 Census: Highest year of school completed by age by sex (G16B) by 2021 SA2 (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=0295172da7484748a8a8c6735f460f65,829,aus_digitalatlas
bff0bc9a4b9f4da1b215e154b8162d63,ABS 2021 Census: Voluntary work for an organisation or group by age by sex by 2021 SA2 (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=bff0bc9a4b9f4da1b215e154b8162d63,827,aus_digitalatlas
c34654ad3fce413b8e79c06105380fdc,ABS 2021 Census: Selected person characteristics by sex by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=c34654ad3fce413b8e79c06105380fdc,823,aus_digitalatlas
b339a6ffc2354fef8a6bbfec75f84950,ABS 2021 Census: Total personal income (weekly) by age by sex (G17C) by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=b339a6ffc2354fef8a6bbfec75f84950,819,aus_digitalatlas
3a11a9eb76094c35a64de805891f0914,ABS 2021 Census: Total personal income (weekly) by age by sex (G17B) by 2021 SA2 (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=3a11a9eb76094c35a64de805891f0914,818,aus_digitalatlas
218f4634f249424999be120c04a199da,ABS 2021 Census: Total personal income (weekly) by age by sex (G17B) by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=218f4634f249424999be120c04a199da,816,aus_digitalatlas
53c2c699cb1842a1b5be1e30436b17c5,ABS 2021 Census: Indigenous status by age by sex by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=53c2c699cb1842a1b5be1e30436b17c5,815,aus_digitalatlas
4a386f18ec904bc3af2887b25f25c3c6,ABS 2021 Census: Total personal income (weekly) by age by sex (G17A) by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=4a386f18ec904bc3af2887b25f25c3c6,813,aus_digitalatlas
9b1f1d7e229b4314b3eba7dd93cf0204,ABS 2021 Census: Total household income (weekly) by household composition by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=9b1f1d7e229b4314b3eba7dd93cf0204,813,aus_digitalatlas
afdf7d3173c2424d8ccee0a4f86f895e,ABS Health and disability by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=afdf7d3173c2424d8ccee0a4f86f895e,811,aus_digitalatlas
16857bb887b84770b669a85678c8cc38,ABS 2021 Census: Type of educational institution attending by sex by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=16857bb887b84770b669a85678c8cc38,809,aus_digitalatlas
c2310b5a429d410c9efa87388bda822c,ABS 2021 Census: Rent (weekly) by landlord type by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=c2310b5a429d410c9efa87388bda822c,809,aus_digitalatlas
94296f2ed1b4440d8a409833bae51132,ABS 2021 Census: Core activity need for assistance by age by sex by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=94296f2ed1b4440d8a409833bae51132,804,aus_digitalatlas
4eb0d43d3cb142c99d99a3c9d2e73f52,ABS 2021 Census: Highest year of school completed by age by sex (G16A) by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=4eb0d43d3cb142c99d99a3c9d2e73f52,800,aus_digitalatlas
a3e240a0b78f45c8858c0091fa94639c,ABS 2021 Census: Tenure and landlord type by dwelling structure by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=a3e240a0b78f45c8858c0091fa94639c,797,aus_digitalatlas
758cdf05e7c045f0a5ab128c0e6d6e03,ABS 2021 Census: Highest year of school completed by age by sex (G16B) by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=758cdf05e7c045f0a5ab128c0e6d6e03,796,aus_digitalatlas
7f8a6a200d3d49ff82962ce2814ea31f,ABS 2021 Census: Voluntary work for an organisation or group by age by sex by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=7f8a6a200d3d49ff82962ce2814ea31f,791,aus_digitalatlas
1e895a1c50d34c0d8f2ceb4e4d7bc53d,ABS 2021 Census: Number of motor vehicles by dwellings by 2021 LGA (Beta),Feature Service,https://www.arcgis.com/home/item.html?id=1e895a1c50d34c0d8f2ceb4e4d7bc53d,776,aus_digitalatlas
5b41e62e618a492eb6796be080a571f6,Australia's administrative boundaries,Web Mapping Application,https://www.arcgis.com/home/item.html?id=5b41e62e618a492eb6796be080a571f6,727,aus_digitalatlas
d9f8ef759c6c4594bd4026c3eadb2105,Administrative boundaries,Hub Page,https://www.arcgis.com/home/item.html?id=d9f8ef759c6c4594bd4026c3eadb2105,598,aus_digitalatlas
4667b9b6f7b74fa3b37817dbf46aadb2,Australia's transport network,Web Mapping Application,https://www.arcgis.com/home/item.html?id=4667b9b6f7b74fa3b37817dbf46aadb2,569,aus_digitalatlas
7e3c360b5f6e4514936b6fd105ac63cd,Australia's physical infrastructure,Web Mapping Application,https://www.arcgis.com/home/item.html?id=7e3c360b5f6e4514936b6fd105ac63cd,545,aus_digitalatlas
a90283e7128e4acf91116fdbdea1469b,National bushfire history viewer,Dashboard,https://www.arcgis.com/home/item.html?id=a90283e7128e4acf91116fdbdea1469b,487,aus_digitalatlas
8b124790a8f54ccd9b3288288e21cfd2,Bushfire intelligence,Hub Page,https://www.arcgis.com/home/item.html?id=8b124790a8f54ccd9b3288288e21cfd2,454,aus_digitalatlas
8de4fa3964d2442d98d222f9e8c1ca1c,Major Maritime Ports,Feature Service,https://www.arcgis.com/home/item.html?id=8de4fa3964d2442d98d222f9e8c1ca1c,442,aus_digitalatlas
afd2fed4bb8e4e1ea2eb169a42afe558,Major Roads,Feature Service,https://www.arcgis.com/home/item.html?id=afd2fed4bb8e4e1ea2eb169a42afe558,423,aus_digitalatlas
ef0fbef5bd584f69899ad538c6c7a91a,Historical bushfire statistics dashboard,Dashboard,https://www.arcgis.com/home/item.html?id=ef0fbef5bd584f69899ad538c6c7a91a,344,aus_digitalatlas
9dd0b398e56d4306b03b89050433febf,Railway Lines,Feature Service,https://www.arcgis.com/home/item.html?id=9dd0b398e56d4306b03b89050433febf,272,aus_digitalatlas
c3f26e9859e14a2691bb53ae9f5d1e22,About,Hub Page,https://www.arcgis.com/home/item.html?id=c3f26e9859e14a2691bb53ae9f5d1e22,260,aus_digitalatlas
f2553df517b24672bc931afc9f3f8ac3,Historical Bushfire Boundaries,Feature Service,https://www.arcgis.com/home/item.html?id=f2553df517b24672bc931afc9f3f8ac3,255,aus_digitalatlas
4c72407748064bc49679635538e395ba,Federal Electoral Boundaries,Feature Service,https://www.arcgis.com/home/item.html?id=4c72407748064bc49679635538e395ba,247,aus_digitalatlas
ba34d07cfb8d429ea2c739ed341f3745,Tram Lines,Feature Service,https://www.arcgis.com/home/item.html?id=ba34d07cfb8d429ea2c739ed341f3745,241,aus_digitalatlas
ad7e6a1644d44352b892304b6529f328,Land cover and land use,Hub Page,https://www.arcgis.com/home/item.html?id=ad7e6a1644d44352b892304b6529f328,240,aus_digitalatlas
826f0cc6d808451c9481ade001c3a5bb,Australian Hydrological Geospatial Fabric - Water Bodies,Feature Service,https://www.arcgis.com/home/item.html?id=826f0cc6d808451c9481ade001c3a5bb,222,aus_digitalatlas
e5b08d82e4944b42bf0446ef3c8f0f8e,Transport,Hub Page,https://www.arcgis.com/home/item.html?id=e5b08d82e4944b42bf0446ef3c8f0f8e,216,aus_digitalatlas
986bcd7c10b14ef9a156359d3bacac92,Buildings and settlements,Hub Page,https://www.arcgis.com/home/item.html?id=986bcd7c10b14ef9a156359d3bacac92,204,aus_digitalatlas
97a1af8284d24a7195ee51fb1f6d2059,Population distribution,Hub Page,https://www.arcgis.com/home/item.html?id=97a1af8284d24a7195ee51fb1f6d2059,200,aus_digitalatlas
bb855ab7455c445fa5ea78132e5c9a9a,Australian Water Resources Assessment - Geofabric Drainage Divisions,Feature Service,https://www.arcgis.com/home/item.html?id=bb855ab7455c445fa5ea78132e5c9a9a,197,aus_digitalatlas
36309060a18944f7bf341b2dda4ceb81,Physical infrastructure,Hub Page,https://www.arcgis.com/home/item.html?id=36309060a18944f7bf341b2dda4ceb81,193,aus_digitalatlas
b86de16e439d48898b898f531280e814,Contact,Hub Page,https://www.arcgis.com/home/item.html?id=b86de16e439d48898b898f531280e814,192,aus_digitalatlas
1c373a63d0074225bf5dd4bc983152cd,Australia's land cover and land use,Web Mapping Application,https://www.arcgis.com/home/item.html?id=1c373a63d0074225bf5dd4bc983152cd,192,aus_digitalatlas
3deacc662576478cac4dbc0ab5caca77,Water,Hub Page,https://www.arcgis.com/home/item.html?id=3deacc662576478cac4dbc0ab5caca77,191,aus_digitalatlas
7e1314eadde34ba1a9c6b5bb12478586,Digital Earth Australia Coastlines,WMS,https://www.arcgis.com/home/item.html?id=7e1314eadde34ba1a9c6b5bb12478586,179,aus_digitalatlas
d57f314c984348638cc7578af86c6731,Historical bushfire boundaries,StoryMap,https://www.arcgis.com/home/item.html?id=d57f314c984348638cc7578af86c6731,174,aus_digitalatlas
19229359aeec437882dbf92017292ed9,Australia's water,Web Mapping Application,https://www.arcgis.com/home/item.html?id=19229359aeec437882dbf92017292ed9,137,aus_digitalatlas
2c5f44e30fc1427d80c77637be6b2133,News and updates,Hub Page,https://www.arcgis.com/home/item.html?id=2c5f44e30fc1427d80c77637be6b2133,113,aus_digitalatlas
342c386ea1164eaf9e917725c753535f,Australia's population distribution by LGA,Web Mapping Application,https://www.arcgis.com/home/item.html?id=342c386ea1164eaf9e917725c753535f,112,aus_digitalatlas
10375207ecc045e9a45e81077509a2bd,Help,Hub Page,https://www.arcgis.com/home/item.html?id=10375207ecc045e9a45e81077509a2bd,106,aus_digitalatlas
781e85591b3b4b8aa125eebf436e53fb,Using apps in the Digital Atlas,Hub Page,https://www.arcgis.com/home/item.html?id=781e85591b3b4b8aa125eebf436e53fb,99,aus_digitalatlas
c06cdfbf17f5459c9a806366eb6a76eb,Australia's population distribution by SA2,Web Mapping Application,https://www.arcgis.com/home/item.html?id=c06cdfbf17f5459c9a806366eb6a76eb,96,aus_digitalatlas
e650d17cf7094a91a4768bb0eef5789b,Australia's buildings and settlements,Web Mapping Application,https://www.arcgis.com/home/item.html?id=e650d17cf7094a91a4768bb0eef5789b,94,aus_digitalatlas
c755d99bf78b46f683f95f5d459e2f7c,Historical Bushfire Boundaries,Web Map,https://www.arcgis.com/home/item.html?id=c755d99bf78b46f683f95f5d459e2f7c,89,aus_digitalatlas
88a8c85ffb9f48f6ae68637cdaa02ac7,Learn more about data themes in the Digital Atlas,StoryMap,https://www.arcgis.com/home/item.html?id=88a8c85ffb9f48f6ae68637cdaa02ac7,66,aus_digitalatlas
de946497bdc04a3594ce85bdef6beb08,CEO Statement on Budget 2021-22,Document Link,https://www.arcgis.com/home/item.html?id=de946497bdc04a3594ce85bdef6beb08,7,aus_digitalatlas
eafb0687dcd34272b2f45720a54838c6,Introducing the Digital Atlas: Unlocking the power of location-based data,Document Link,https://www.arcgis.com/home/item.html?id=eafb0687dcd34272b2f45720a54838c6,6,Holly.Badior@ga.gov.au_digitalatlas
f0489d9e91fa435da4d465d3eafb8c70,Seminar: Location-based decision making with the Digital Atlas,Document Link,https://www.arcgis.com/home/item.html?id=f0489d9e91fa435da4d465d3eafb8c70,5,aus_digitalatlas
febd84689fc444b1b80d339960e69460,Australia's land cover and land use,Code Attachment,https://www.arcgis.com/home/item.html?id=febd84689fc444b1b80d339960e69460,5,aus_digitalatlas
e603adf0d8c54d1da7b0e374c289936d,Australia's water,Code Attachment,https://www.arcgis.com/home/item.html?id=e603adf0d8c54d1da7b0e374c289936d,4,aus_digitalatlas
0161edfc02a94abe815e4c9cd2b59903,National Roads,Vector Tile Service,https://www.arcgis.com/home/item.html?id=0161edfc02a94abe815e4c9cd2b59903,3,aus_digitalatlas
84a720dc98334538bf4b6f33969ee72d,Australia's physical infrastructure,Code Attachment,https://www.arcgis.com/home/item.html?id=84a720dc98334538bf4b6f33969ee72d,2,aus_digitalatlas
29c7bceab95a456195d254d473e3afd2,Australia's administrative boundaries,Code Attachment,https://www.arcgis.com/home/item.html?id=29c7bceab95a456195d254d473e3afd2,1,aus_digitalatlas
7ef0771d3a664fe5b0900217d3b92bd3,Australia's population distribution by Statistical Area Level 2,Code Attachment,https://www.arcgis.com/home/item.html?id=7ef0771d3a664fe5b0900217d3b92bd3,0,aus_digitalatlas
e1706680a9ad43199d5503027369c3e9,Australia's population distribution by local government areas,Code Attachment,https://www.arcgis.com/home/item.html?id=e1706680a9ad43199d5503027369c3e9,0,aus_digitalatlas
5c5bc8d4e8ef4232898ab23b2995f5da,Australia's buildings and settlements,Code Attachment,https://www.arcgis.com/home/item.html?id=5c5bc8d4e8ef4232898ab23b2995f5da,0,aus_digitalatlas
dcceb58943864e5faf5fb08f789cfeeb,Map viewer,Code Attachment,https://www.arcgis.com/home/item.html?id=dcceb58943864e5faf5fb08f789cfeeb,0,aus_digitalatlas
ff7b47c8b8a34c5d9947cb143d1204d8,Australia's transport network-copy,Code Attachment,https://www.arcgis.com/home/item.html?id=ff7b47c8b8a34c5d9947cb143d1204d8,0,aus_digitalatlas
